Tour Date,Format Date,Codes,Tour,City,Country,Account Group,Account,Amount
03/13/23,Mar-23,Xero,PURCHASE 0310 DOORDASH DASHPASS DOWNTOWN TOROON 74083423070000000575104 RECURRING CKCD 5812 4135744508508796 INTERNATIONAL TRANSACTION FEE - PURCHASE   0310 DOORDASH DASHPASS                           DOWNTOWN TOROON XXXXX4230XXXXXXXXXX5104 RECURRING           CKCD 5812 XXXXXXXXXX508796                                  INTERNATIONAL TRANSACTION FEE,Head Office,USA,Operating Expenses,Bank & CC FEE,-0.22
03/13/23,Mar-23,Xero,Costco - COSTCO BUSINESS CENTER,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-36.28
03/13/23,Mar-23,Xero,Lula Park,Savannah,USA,COGS,Attractions/General,-19.26
03/13/23,Mar-23,Xero,SKYDECK CHICAGO - ECOMM - CHECKCARD  0308 SKYDECK CHICAGO - ECOMM                     CHICAGO      IL XXXXX7930XXXXXXXXXX0957                     CKCD 7991 XXXXXXXXXX508796,Chicago,USA,COGS,Attractions/Sky Deck,-79
03/13/23,Mar-23,Xero,CITY EXPERIENCES BHC - CHECKCARD  0305 CITY EXPERIENCES BHC                        877-733-9425 MA XXXXX1630XXXXXXXXXX1189                     CKCD 4111 XXXXXXXXXX508796,Boston,USA,COGS,Attractions/Boston Harbor Cruises,-138
03/13/23,Mar-23,Xero,Shoreline Sightseeing - CHECKCARD  0308 SHORELINE SIGHTSEEING                       312-222-9328 IL XXXXX2330XXXXXXXXXX1310                     CKCD 7991 XXXXXXXXXX508796,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-201.44
03/13/23,Mar-23,Xero,WALGREENS,Savannah,USA,Operating Expenses,Meals and entertainment,-11.87
03/13/23,Mar-23,Xero,"LONE STAR RIVERBOAT, I - CHECKCARD  0310 LONE STAR RIVERBOAT, I                      512-327-1388 TX XXXXX6630XXXXXXXXXX1867                     CKCD 4457 XXXXXXXXXX508796",Austin,USA,COGS,Attractions/Lone Star Cruises,-87.44
03/13/23,Mar-23,Xero,CITY EXPERIENCES BHC - CHECKCARD  0305 CITY EXPERIENCES BHC                        877-733-9425 MA XXXXX1630XXXXXXXXXX1189                     CKCD 4111 XXXXXXXXXX508796,Boston,USA,COGS,Attractions/Boston Harbor Cruises,-148.35
03/13/23,Mar-23,Xero,Old Town,Savannah,USA,Operating Expenses,Meals and entertainment,-41.68
03/13/23,Mar-23,Xero,DOORDASH - PURCHASE   0310 DOORDASH DASHPASS                           DOWNTOWN TOROON XXXXX4230XXXXXXXXXX5104 RECURRING           CKCD 5812 XXXXXXXXXX508796,Toronto,Canada,Operating Expenses,Meals and entertainment,-7.27
03/13/23,Mar-23,Xero,CITY EXPERIENCES BHC - CHECKCARD  0305 CITY EXPERIENCES BHC                        877-733-9425 MA XXXXX1630XXXXXXXXXX1189                     CKCD 4111 XXXXXXXXXX508796,Boston,USA,COGS,Attractions/Boston Harbor Cruises,-138
03/13/23,Mar-23,Xero,"LONE STAR RIVERBOAT, I - CHECKCARD  0310 LONE STAR RIVERBOAT, I                      512-327-1388 TX XXXXX6630XXXXXXXXXX1859                     CKCD 4457 XXXXXXXXXX508796",Austin,USA,COGS,Attractions/Lone Star Cruises,-53.88
03/13/23,Mar-23,Xero,Red Rood Inn,Savannah,USA,Operating Expenses,Travel Expense,-857.62
03/13/23,Mar-23,Xero,Exxonmobil - EXXONMOBIL 4816 MIAMI FL 00085888 305-456-6946,Miami,USA,Operating Expenses,Fuel Expense,-55.16
03/13/23,Mar-23,Xero,SKYDECK CHICAGO - ECOMM - CHECKCARD  0308 SKYDECK CHICAGO - ECOMM                     CHICAGO      IL XXXXX7930XXXXXXXXXX0957                     CKCD 7991 XXXXXXXXXX508796,Chicago,USA,COGS,Attractions/Sky Deck,-175
03/13/23,Mar-23,Xero,uber,Head Office,USA,Operating Expenses,Travel Expense,-48.85
03/13/23,Mar-23,Xero,Brihtline,Miami,USA,Operating Expenses,Travel Expense,-96.57
03/13/23,Mar-23,Xero,Wawa - WAWA 5303 0000 FORT LAUDERDA FL 0038682 610-358-8000,Fort Lauderdale,USA,Operating Expenses,Meals and entertainment,-10.48
03/13/23,Mar-23,Xero,Google - GOOGLE *ADS770490610CC@GOOGLE.C A0OQ051N ADVERTISING SERVICE,Head Office,USA,Operating Expenses,Advertising and Promotion,-500
03/13/23,Mar-23,Xero,uber,Head Office,USA,Operating Expenses,Travel Expense,-8.98
03/13/23,Mar-23,Xero,"LONE STAR RIVERBOAT, I - CHECKCARD  0311 LONE STAR RIVERBOAT, I                      512-327-1388 TX XXXXX6630XXXXXXXXXX8913                     CKCD 4457 XXXXXXXXXX508796",Austin,USA,COGS,Attractions/Lone Star Cruises,-17.07
03/14/23,Mar-23,Xero,uber,Head Office,USA,Operating Expenses,Travel Expense,-27.09
03/14/23,Mar-23,Xero,SKYDECK CHICAGO - ECOMM - CHECKCARD  0308 SKYDECK CHICAGO - ECOMM                     CHICAGO      IL XXXXX7930XXXXXXXXXX0957                     CKCD 7991 XXXXXXXXXX508796,Chicago,USA,COGS,Attractions/Sky Deck,-35
03/14/23,Mar-23,Xero,LPC Goal Coast - LPC GOLD COAST GAL TCHICAGO IL 21105173076 PARKING LOT & GARAGE,Chicago,USA,Operating Expenses,Parking & Tolls,-35
03/14/23,Mar-23,Xero,"LONE STAR RIVERBOAT, I - CHECKCARD  0312 LONE STAR RIVERBOAT, I                      512-327-1388 TX XXXXX6630XXXXXXXXXX7035                     CKCD 4457 XXXXXXXXXX508796",Austin,USA,COGS,Attractions/Lone Star Cruises,-59.29
03/14/23,Mar-23,Xero,Lula Park,Savannah,USA,COGS,Attractions/General,-25.68
03/14/23,Mar-23,Xero,I Postal - BT*IPOSTAL*RENEWAL MONTEBELLO NY 87P17KRF 8455795770,Head Office,USA,Operating Expenses,Office Expenses,-39.99
03/14/23,Mar-23,Xero,Physical Adresss,San Antonio,USA,Operating Expenses,Office Expenses,-9.98
03/14/23,Mar-23,Xero,Sonic Drive-In - SONIC DRIVE IN SAVANNAH GA 000181014 9129211080,Savannah,USA,Operating Expenses,Vehicles Washes,-9.11
03/14/23,Mar-23,Xero,NIC Department of Agriculture - NIC*- FL DEPT OF AGRTALLAHASSEE 58418114 850-617-7200,Fort Lauderdale,USA,Operating Expenses,Legal expenses,-307.5
03/14/23,Mar-23,Xero,Surety Bonds - SURETY BONDS.COM (573)445-3425 21099593073 (573) 445-3425,Daud Head Office,USA,Operating Expenses,Dues and Memberships,-100
03/14/23,Mar-23,Xero,Shoreline Sightseeing - CHECKCARD  0308 SHORELINE SIGHTSEEING                       312-222-9328 IL XXXXX2330XXXXXXXXXX1310                     CKCD 7991 XXXXXXXXXX508796,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-50.36
03/14/23,Mar-23,Xero,National Park Service,Boston,USA,COGS,Attractions/General,-850
03/14/23,Mar-23,Xero,SKYDECK CHICAGO - ECOMM - CHECKCARD  0308 SKYDECK CHICAGO - ECOMM                     CHICAGO      IL XXXXX7930XXXXXXXXXX0957                     CKCD 7991 XXXXXXXXXX508796,Chicago,USA,COGS,Attractions/Sky Deck,-140
03/14/23,Mar-23,Xero,STARBUCKS - STARBUCKS STORE 1990NIAGARA FAL FC04966DE0E FAST FOOD RESTAURANT,Head Office,USA,Operating Expenses,Meals and entertainment,-35
03/14/23,Mar-23,Xero,"LONE STAR RIVERBOAT, I - CHECKCARD  0312 LONE STAR RIVERBOAT, I                      512-327-1388 TX XXXXX6630XXXXXXXXXX6656                     CKCD 4457 XXXXXXXXXX508796",Austin,USA,COGS,Attractions/Lone Star Cruises,-59.29
03/15/23,Mar-23,Xero,Unlimited Monthly SK - UNLIM MONTHLY SK PLUBUFFALO NY NT_NX3GYNRE +18008435477,"Niagara Falls, USA",USA,Operating Expenses,Vehicles Washes,-11.57
03/15/23,Mar-23,Xero,Savanah River,Savannah,USA,COGS,Attractions/River Boat Cruise,-77.04
03/15/23,Mar-23,Xero,Eggs Up Grill - TST* EGGS UP GRILL -SAVANNAH GA 99999993074 8435188303,Savannah,USA,Operating Expenses,Meals and entertainment,-16.42
03/15/23,Mar-23,Xero,Shoreline Sightseeing - CHECKCARD  0308 SHORELINE SIGHTSEEING                       312-222-9328 IL XXXXX2330XXXXXXXXXX1310                     CKCD 7991 XXXXXXXXXX508796,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-201.44
03/15/23,Mar-23,Xero,I Postal - BT*IPOSTAL*RENEWAL MONTEBELLO NY 87P17KRF 8455795770,Head Office,USA,Operating Expenses,Office Expenses,-19.99
03/15/23,Mar-23,Xero,Chive,Savannah,USA,Operating Expenses,Meals and entertainment,-84.74
03/15/23,Mar-23,Xero,SAVANNAH RIVERBOAT CRUI - CHECKCARD  0313 SAVANNAH RIVERBOAT CRUI                     SAVANNAH     GA XXXXX6030XXXXXXXXXX2463                     CKCD 7999 XXXXXXXXXX508796,Savannah,USA,COGS,Attractions/River Boat Cruise,-77.04
03/15/23,Mar-23,Xero,SKYDECK CHICAGO - ECOMM - CHECKCARD  0308 SKYDECK CHICAGO - ECOMM                     CHICAGO      IL XXXXX7930XXXXXXXXXX0957                     CKCD 7991 XXXXXXXXXX508796,Chicago,USA,COGS,Attractions/Sky Deck,-29.5
03/15/23,Mar-23,Xero,River Savannah,Savannah,USA,COGS,Attractions/River Boat Cruise,-14.93
03/15/23,Mar-23,Xero,XERO US INV-4418144 - PURCHASE   0314 XERO US INV-4418144                         HTTPSWWW.XEROCO XXXXX3430XXXXXXXXXX3281 RECURRING           CKCD 5734 XXXXXXXXXX508796,Head Office,USA,Operating Expenses,Software,-35.15
03/15/23,Mar-23,Xero,Third Wave Cafe - TIDAL WAVE - SAVANNASAVANNAH GA 999999930741678815948000 31404,Savannah,USA,Operating Expenses,Meals and entertainment,-10
03/15/23,Mar-23,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-140
03/15/23,Mar-23,Xero,AMAZON,Daud Head Office,USA,Operating Expenses,Office Supplies,-10.86
03/15/23,Mar-23,Xero,Target - TARGET SAVANNAH GA 001715462 612-3044357,Savannah,USA,Operating Expenses,Office Expenses,-43.06
03/15/23,Mar-23,Xero,Everglades Safari Park - EVERGLADES SAFARI TIMIAMI FL 73011003074 INFO@EVERGLADESSAFARI,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-105
03/15/23,Mar-23,Xero,Tim Hortons - TIM HORTONS BUFFALO NY 887233 FAST FOOD RESTAURANT,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-2.47
03/15/23,Mar-23,Xero,Lone Star,Austin,USA,COGS,Attractions/Lone Star Cruises,-45.22
03/15/23,Mar-23,Xero,Alibaba.com - ALIBABA.COM SINGAPORE SG N2303078103 BUSINESS SERVICE,Head Office,USA,Operating Expenses,Office Supplies,-59.37
03/15/23,Mar-23,Xero,Staples,"Niagara Falls, USA",USA,Operating Expenses,Office Supplies,-34.22
03/15/23,Mar-23,Xero,Everglades - EVERGLADES HOLIDAY PFORT LAUDER 85415803074954-434-8111,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-121.94
03/15/23,Mar-23,Xero,"LONE STAR RIVERBOAT, I - CHECKCARD  0312 LONE STAR RIVERBOAT, I                      512-327-1388 TX XXXXX6630XXXXXXXXXX7035                     CKCD 4457 XXXXXXXXXX508796",Austin,USA,COGS,Attractions/Lone Star Cruises,-87.44
03/15/23,Mar-23,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-116
03/15/23,Mar-23,Xero,Fox Pest Control,Daud Head Office,USA,Operating Expenses,Office Expenses,-68.51
03/15/23,Mar-23,Xero,ASPIRATION - Aspiration       DES:P2P        ID:daud grewal               INDN:BANK OF AMERICA         CO ID:XXXXX8997  WEB,Head Office,USA,Operating Expenses,Software,-200
03/15/23,Mar-23,Xero,BUBBLE BATH CAR WASHSAN ANTONIO - BUBBLE BATH CAR WASHSAN ANTONIO 63724382 210-901-8403,San Antonio,USA,Operating Expenses,Vehicles Washes,-32
03/15/23,Mar-23,Xero,Shoreline Sightseeing - CHECKCARD  0308 SHORELINE SIGHTSEEING                       312-222-9328 IL XXXXX2330XXXXXXXXXX1310                     CKCD 7991 XXXXXXXXXX508796,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-251.8
03/16/23,Mar-23,Xero,NEW ENGLAND AQUARIUM - NEW ENGLAND AQUARIUMBOSTON MA 10608432 6179735200,"Niagara Falls, USA",USA,COGS,Attractions/ Aquariums,-102
03/16/23,Mar-23,Xero,Everglades - EVERGLADES HOLIDAY PFORT LAUDER 85415803075954-434-8111,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-81.29
03/16/23,Mar-23,Xero,I Postal - BT*IPOSTAL*RENEWAL MONTEBELLO NY 4ZXF39A2 8455795770,Head Office,USA,Operating Expenses,Office Expenses,-9.99
03/16/23,Mar-23,Xero,Kroger,Savannah,USA,Operating Expenses,Meals and entertainment,-10.36
03/16/23,Mar-23,Xero,Everglades - EVERGLADES HOLIDAY PFORT LAUDER 85415803075954-434-8111,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-243.89
03/16/23,Mar-23,Xero,Incfile - INCFILE LLC HOUSTON TX authorize_2 BUSINESS SERVICE,Head Office,USA,Operating Expenses,Software,-238
03/16/23,Mar-23,Xero,Savannah Riverboat Cruises - .,Savannah,USA,COGS,Attractions/River Boat Cruise,-254.44
03/16/23,Mar-23,Xero,Car Wash Club - CARWASHCLUB 833-363-MALDEN MA 23031504523 8443504359,Boston,USA,Operating Expenses,Vehicles Washes,-69.54
03/16/23,Mar-23,Xero,Six Pence Pub - SIX PENCE PUB 650000SAVANNAH GA 10156320230 9122018697,Savannah,USA,Operating Expenses,Meals and entertainment,-23.21
03/16/23,Mar-23,Xero,NEW ENGLAND AQUARIUM - NEW ENGLAND AQUARIUMBOSTON MA 10608312 6179735200,"Niagara Falls, USA",USA,COGS,Attractions/ Aquariums,-34
03/16/23,Mar-23,Xero,I Postal - BT*IPOSTAL*RENEWAL MONTEBELLO NY FAHAWEPJ 8455795770,Head Office,USA,Operating Expenses,Office Expenses,-9.99
03/16/23,Mar-23,Xero,AMAZON,Daud Head Office,USA,Operating Expenses,Office Supplies,-46.73
03/16/23,Mar-23,Xero,Incfile - INCFILE LLC HOUSTON TX authorize_2 BUSINESS SERVICE,Head Office,USA,Operating Expenses,Software,-149
03/17/23,Mar-23,Xero,Jet Blue,Head Office,USA,Operating Expenses,Travel Expense,-157
03/17/23,Mar-23,Xero,Mate Factor - MATE FACTOR 65000000SAVANNAH GA 10156320230 9122352906,Savannah,USA,Operating Expenses,Meals and entertainment,-13.91
03/17/23,Mar-23,Xero,Bojangles,Savannah,USA,Operating Expenses,Meals and entertainment,-11.43
03/17/23,Mar-23,Xero,Ticket Pro,Montreal,Canada,COGS,Attractions/LA Grande,-21.87
03/17/23,Mar-23,Xero,La Grande Rou,Montreal,Canada,COGS,Attractions/LA Grande,-44.41
03/17/23,Mar-23,Xero,Jet Blue,Head Office,USA,Operating Expenses,Travel Expense,-161.9
03/17/23,Mar-23,Xero,AMAZON,Head Office,USA,Operating Expenses,Office Expenses,-67.03
03/17/23,Mar-23,Xero,La Grande Rou,Montreal,Canada,COGS,Attractions/LA Grande,-44.41
03/17/23,Mar-23,Xero,Facebook,Head Office,USA,Operating Expenses,Advertising and Promotion,-900
03/17/23,Mar-23,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-144
03/17/23,Mar-23,Xero,NS Justice,Halifax,Canada,Operating Expenses,Office Expenses,-215.01
03/17/23,Mar-23,Xero,Loves,Boston,USA,Operating Expenses,Meals and entertainment,-55.06
03/17/23,Mar-23,Xero,Sky Deck,Chicago,USA,COGS,Attractions/Sky Deck,-74
03/17/23,Mar-23,Xero,LPC Goal Coast - LPC GOLD COAST GAL TCHICAGO IL 21105173076 PARKING LOT & GARAGE,Chicago,USA,Operating Expenses,Parking & Tolls,-35
03/17/23,Mar-23,Xero,Island Queen,Miami,USA,COGS,Attractions/Island Queen Cruises,-378
03/17/23,Mar-23,Xero,La Grande Rou,Montreal,Canada,COGS,Attractions/LA Grande,-44.41
03/17/23,Mar-23,Xero,7-Eleven - 7-ELEVEN 38225 00073SAN ANTONIO 400731204 7 210-436-9406,Head Office,USA,Operating Expenses,Software,-5.95
03/17/23,Mar-23,Xero,Waffle House,Savannah,USA,Operating Expenses,Meals and entertainment,-13.75
03/18/23,Mar-23,Xero,7-Eleven - 7-ELEVEN 38225 00073SAN ANTONIO 400731204 7 210-436-9406,Head Office,USA,Operating Expenses,Software,-59.09
03/18/23,Mar-23,Xero,Fuller Car Washes - FULLERS CAR WASH - LCHICAGO IL 99999993077338283755720001 60608,Chicago,USA,Operating Expenses,Vehicles Washes,-19.99
03/18/23,Mar-23,Xero,La Grande Rou,Montreal,Canada,COGS,Attractions/LA Grande,-22.27
03/18/23,Mar-23,Xero,Falls Manor Resort,"Niagara Falls, USA",USA,COGS,Attractions/General,-29.21
03/18/23,Mar-23,Xero,The Funky,Savannah,USA,Operating Expenses,Meals and entertainment,-20.59
03/18/23,Mar-23,Xero,Fannies on the Beach Tybee Island,Savannah,USA,Operating Expenses,Meals and entertainment,-10.49
03/18/23,Mar-23,Xero,I Postal,Head Office,USA,Operating Expenses,Office Expenses,-13.2
03/18/23,Mar-23,Xero,Gilbert Paradise,Savannah,USA,Operating Expenses,Meals and entertainment,-20
03/18/23,Mar-23,Xero,River House,Savannah,USA,Operating Expenses,Meals and entertainment,-25.68
03/18/23,Mar-23,Xero,Cracker Barrel - CRACKER BARREL STURBRIDGE MA 00540100043 8003339566,Savannah,USA,Operating Expenses,Meals and entertainment,-17.05
03/18/23,Mar-23,Xero,River Boat,Savannah,USA,COGS,Attractions/River Boat Cruise,-242.33
03/19/23,Mar-23,Xero,Savannah Clothing Company - Key chains in Savannah,Savannah,USA,Operating Expenses,Office Expenses,-11.2
03/19/23,Mar-23,Xero,BP Global,Miami,USA,Operating Expenses,Fuel Expense,-50.14
03/19/23,Mar-23,Xero,Marathon Petrolium,Savannah,USA,Operating Expenses,Fuel Expense,-51.05
03/19/23,Mar-23,Xero,Legal Shield,Head Office,USA,Operating Expenses,Software,-49
03/19/23,Mar-23,Xero,KWIK FILL,Boston,USA,Operating Expenses,Meals and entertainment,-18.01
03/19/23,Mar-23,Xero,Waffle House,Savannah,USA,Operating Expenses,Meals and entertainment,-21.5
03/19/23,Mar-23,Xero,Regus Plc,Savannah,USA,Operating Expenses,Rent Expense,-230
03/19/23,Mar-23,Xero,Staple House,Head Office,USA,Operating Expenses,Office Supplies,-54.12
03/19/23,Mar-23,Xero,DUNKIN DONUTS - DUNKIN #358072 3580 FLUSHING NY 21311304266 201-815-9686,"Niagara Falls, USA",USA,Operating Expenses,Meals and entertainment,-4.63
03/19/23,Mar-23,Xero,Sawgrass,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-49.61
03/19/23,Mar-23,Xero,KWIK FILL,Savannah,USA,Operating Expenses,Meals and entertainment,-4.86
03/19/23,Mar-23,Xero,uber,Head Office,USA,Operating Expenses,Travel Expense,-29.58
03/19/23,Mar-23,Xero,Tempo - TEMPO SAN FRANCISCO CA NT_LATRADMO +14159642975,Head Office,USA,Operating Expenses,Software,-42.41
03/20/23,Mar-23,Xero,Auto Zone,Savannah,USA,Operating Expenses,Vehicles Repair & Maintenance,-4.98
03/20/23,Mar-23,Xero,Gilbert Paradise,Boston,USA,Operating Expenses,Meals and entertainment,-12
03/20/23,Mar-23,Xero,Skydeck - CHECKCARD  0519 SKYDECK CHICAGO - ECOMM                     CHICAGO      IL XXXXX7921XXXXXXXXXX3885                     CKCD 7991 XXXXXXXXXX508796,Chicago,USA,COGS,Attractions/Sky Deck,-44
03/20/23,Mar-23,Xero,Shoreline Sightseeing - CHECKCARD  0308 SHORELINE SIGHTSEEING                       312-222-9328 IL XXXXX2330XXXXXXXXXX1310                     CKCD 7991 XXXXXXXXXX508796,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-50.36
03/20/23,Mar-23,Xero,Ticket Web,Head Office,USA,Operating Expenses,Meals and entertainment,-130.14
03/20/23,Mar-23,Xero,CITY EXPERIENCES BHC - CHECKCARD  0305 CITY EXPERIENCES BHC                        877-733-9425 MA XXXXX1630XXXXXXXXXX1189                     CKCD 4111 XXXXXXXXXX508796,Boston,USA,COGS,Attractions/Boston Harbor Cruises,-230
03/20/23,Mar-23,Xero,LA GRANDE ROUE DE MONTR MONTREAL,Head Office,USA,Operating Expenses,Bank & CC FEE,-2.01
03/20/23,Mar-23,Xero,SAVANNAH RIVERBOAT CRUI - CHECKCARD  0313 SAVANNAH RIVERBOAT CRUI                     SAVANNAH     GA XXXXX6030XXXXXXXXXX2463                     CKCD 7999 XXXXXXXXXX508796,Savannah,USA,COGS,Attractions/River Boat Cruise,-77.04
03/20/23,Mar-23,Xero,"LONE STAR RIVERBOAT, I - CHECKCARD  0312 LONE STAR RIVERBOAT, I                      512-327-1388 TX XXXXX6630XXXXXXXXXX7035                     CKCD 4457 XXXXXXXXXX508796",Austin,USA,COGS,Attractions/Lone Star Cruises,-31.15
03/20/23,Mar-23,Xero,Ticket Web Charges,Head Office,USA,Operating Expenses,Bank & CC FEE,-3.9
03/20/23,Mar-23,Xero,TST River Street,Savannah,USA,Operating Expenses,Meals and entertainment,-6.63
03/20/23,Mar-23,Xero,Dollar General,Savannah,USA,Operating Expenses,Office Expenses,-23.01
03/20/23,Mar-23,Xero,STARBUCKS - STARBUCKS STORE 1990NIAGARA FAL FC04966DE0E FAST FOOD RESTAURANT,Daud Head Office,USA,Operating Expenses,Meals and entertainment,-10.25
03/20/23,Mar-23,Xero,Shoreline Sightseeing - CHECKCARD  0308 SHORELINE SIGHTSEEING                       312-222-9328 IL XXXXX2330XXXXXXXXXX1310                     CKCD 7991 XXXXXXXXXX508796,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-50.36
03/20/23,Mar-23,Xero,XERO - CHECKCARD  0114 XERO US INV-3591731                         HTTPSWWW.XEROCO 24011342014000024279736 RECURRING           CKCD 5734 4135744508508796,Head Office,USA,Operating Expenses,Software,-35.15
03/20/23,Mar-23,Xero,Barristers,Boston,USA,Operating Expenses,Meals and entertainment,-29.66
03/20/23,Mar-23,Xero,LA GRANDE ROUE DE MONTR MONTREAL,Montreal,Canada,COGS,Attractions/LA Grande,-66.84
03/20/23,Mar-23,Xero,FH* SAWGRASS RECREATIO - CHECKCARD  0305 FH* SAWGRASS RECREATIO                      WWW.EVERGLADEFL XXXXX1630XXXXXXXXXX7994                     CKCD 7991 XXXXXXXXXX508796,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-60.91
03/20/23,Mar-23,Xero,Petro Canada - Niagara Falls Canada Ontario,"Niagara Falls, USA",USA,Operating Expenses,Fuel Expense,-62.12
03/20/23,Mar-23,Xero,Shoreline Sightseeing - CHECKCARD  0308 SHORELINE SIGHTSEEING                       312-222-9328 IL XXXXX2330XXXXXXXXXX1310                     CKCD 7991 XXXXXXXXXX508796,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-151.08
03/20/23,Mar-23,Xero,Skydeck - CHECKCARD  0519 SKYDECK CHICAGO - ECOMM                     CHICAGO      IL XXXXX7921XXXXXXXXXX3885                     CKCD 7991 XXXXXXXXXX508796,Chicago,USA,COGS,Attractions/Sky Deck,-120
03/20/23,Mar-23,Xero,Google - GOOGLE *ADS770490610CC@GOOGLE.C A0OQ051N ADVERTISING SERVICE,Head Office,USA,Operating Expenses,Advertising and Promotion,-500
03/20/23,Mar-23,Xero,"LONE STAR RIVERBOAT, I - CHECKCARD  0312 LONE STAR RIVERBOAT, I                      512-327-1388 TX XXXXX6630XXXXXXXXXX7035                     CKCD 4457 XXXXXXXXXX508796",Austin,USA,COGS,Attractions/Lone Star Cruises,-31.15
03/20/23,Mar-23,Xero,Shoreline Sightseeing - CHECKCARD  0308 SHORELINE SIGHTSEEING                       312-222-9328 IL XXXXX2330XXXXXXXXXX1310                     CKCD 7991 XXXXXXXXXX508796,Chicago,USA,COGS,Attractions/ Chicago Shoreline,-100.72
03/20/23,Mar-23,Xero,Everglades - EVERGLADES HOLIDAY PFORT LAUDER 85415803074954-434-8111,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-284.54
03/20/23,Mar-23,Xero,LA GRANDE ROUE DE MONTR MONTREAL,Head Office,USA,Operating Expenses,Bank & CC FEE,-0.67
03/20/23,Mar-23,Xero,Ticket Web,Head Office,USA,Operating Expenses,Meals and entertainment,-422.94
03/20/23,Mar-23,Xero,Skydeck - CHECKCARD  0519 SKYDECK CHICAGO - ECOMM                     CHICAGO      IL XXXXX7921XXXXXXXXXX3885                     CKCD 7991 XXXXXXXXXX508796,Chicago,USA,COGS,Attractions/Sky Deck,-88
03/20/23,Mar-23,Xero,CN Tower,Toronto,Canada,COGS,Attractions/CN Tower,-71.05
03/20/23,Mar-23,Xero,uber,Head Office,USA,Operating Expenses,Travel Expense,-36.27
03/20/23,Mar-23,Xero,FH* SAWGRASS RECREATIO - CHECKCARD  0305 FH* SAWGRASS RECREATIO                      WWW.EVERGLADEFL XXXXX1630XXXXXXXXXX7994                     CKCD 7991 XXXXXXXXXX508796,Miami,USA,COGS,Attractions/ Everglades & Sawgrass,-49.61
03/20/23,Mar-23,Xero,Wendy's - WENDY'S 1055 0000 NEW BRAUNFELS 05700092 281-888-2439,Savannah,USA,Operating Expenses,Meals and entertainment,-12.82
03/20/23,Mar-23,Xero,AG Travel,Austin,USA,Operating Expenses,Parking & Tolls,-14.63
03/20/23,Mar-23,Xero,Ticket Web Charges,Head Office,USA,Operating Expenses,Bank & CC FEE,-12.69
03/20/23,Mar-23,Xero,Target - TARGET SAVANNAH GA 001715462 612-3044357,Savannah,USA,Operating Expenses,Office Expenses,-88.04
03/20/23,Mar-23,Xero,La Grande Roue De Montreal - .,Montreal,Canada,COGS,Attractions/LA Grande,-39.4
03/20/23,Mar-23,Xero,T-MOBILE - TMOBILE*AUTO PAY 800-937-8997 WA 1027839483 977319879 98006,Head Office,USA,Operating Expenses,Telephone Expense,-183.41
03/20/23,Mar-23,Xero,CITY EXPERIENCES BHC - CHECKCARD  0305 CITY EXPERIENCES BHC                        877-733-9425 MA XXXXX1630XXXXXXXXXX1189                     CKCD 4111 XXXXXXXXXX508796,Boston,USA,COGS,Attractions/Boston Harbor Cruises,-46
03/20/23,Mar-23,Xero,Auto Zone,Savannah,USA,Operating Expenses,Vehicles Repair & Maintenance,-16.66
03/20/23,Mar-23,Xero,E-ZPASS - CHECKCARD  0225 E-Z*PASSNY REBILL                           800-333-8655 NY XXXXX1630XXXXXXXXXX1453 RECURRING           CKCD 4784 XXXXXXXXXX508796,"Niagara Falls, USA",USA,Operating Expenses,Parking & Tolls,-100
03/20/23,Mar-23,Xero,LA GRANDE ROUE DE MONTR MONTREAL,Montreal,Canada,COGS,Attractions/LA Grande,-22.27
03/20/23,Mar-23,Xero,Canadian Tire,Halifax,Canada,Operating Expenses,Vehicles Repair & Maintenance,-3248.06
03/20/23,Mar-23,Xero,Alibaba.com - ALIBABA.COM SINGAPORE SG N2303078103 BUSINESS SERVICE,Head Office,USA,Operating Expenses,Office Supplies,-145.61
03/20/23,Mar-23,Xero,Petro Canada,Head Office,USA,Operating Expenses,Bank & CC FEE,-1.86
03/20/23,Mar-23,Xero,"LONE STAR RIVERBOAT, I - CHECKCARD  0312 LONE STAR RIVERBOAT, I                      512-327-1388 TX XXXXX6630XXXXXXXXXX7035                     CKCD 4457 XXXXXXXXXX508796",Austin,USA,COGS,Attractions/Lone Star Cruises,-59.29
